令和6年1月1日住民基本台帳年齢階級別人口（都道府県別）（総計）,,,,,,,,,,,,,,,,,,,,,,,,
,,,総数,0歳～4歳,5歳～9歳,10歳～14歳,15歳～19歳,20歳～24歳,25歳～29歳,30歳～34歳,35歳～39歳,40歳～44歳,45歳～49歳,50歳～54歳,55歳～59歳,60歳～64歳,65歳～69歳,70歳～74歳,75歳～79歳,80歳～84歳,85歳～89歳,90歳～94歳,95歳～99歳,100歳以上
370002,香川県,女,488691 ,14937 ,18387 ,20215 ,21400 ,21782 ,19897 ,20848 ,24645 ,28172 ,34229 ,34995 ,29461 ,28345 ,30830 ,38428 ,35345 ,26858 ,20957 ,13342 ,4782 ,836 
380008,愛媛県,計,1312298 ,39285 ,50092 ,56769 ,58356 ,56319 ,54472 ,57626 ,67961 ,76346 ,91834 ,95174 ,83544 ,83188 ,88344 ,106750 ,91213 ,67770 ,48683 ,27698 ,9297 ,1505 
380008,愛媛県,男,624255 ,20241 ,25690 ,29096 ,29743 ,28806 ,28325 ,29773 ,34137 ,38389 ,46230 ,47196 ,40473 ,40003 ,41894 ,49698 ,40870 ,27205 ,16882 ,7633 ,1752 ,190 
380008,愛媛県,女,688043 ,19044 ,24402 ,27673 ,28613 ,27513 ,26147 ,27853 ,33824 ,37957 ,45604 ,47978 ,43071 ,43185 ,46450 ,57052 ,50343 ,40565 ,31801 ,20065 ,7545 ,1315 
390003,高知県,計,675623 ,19555 ,24384 ,26769 ,29025 ,27877 ,25616 ,26759 ,32872 ,38241 ,47174 ,48935 ,41464 ,43859 ,46494 ,56387 ,50843 ,38025 ,27213 ,16814 ,5814 ,1008 
390003,高知県,男,320208 ,9992 ,12444 ,13744 ,14944 ,14671 ,13479 ,13612 ,16545 ,19298 ,23800 ,24406 ,19983 ,21329 ,22243 ,26415 ,22836 ,15274 ,9298 ,4444 ,1094 ,106 
390003,高知県,女,355415 ,9563 ,11940 ,13025 ,14081 ,13206 ,12137 ,13147 ,16327 ,18943 ,23374 ,24529 ,21481 ,22530 ,24251 ,29972 ,28007 ,22751 ,17915 ,12370 ,4720 ,902 
400009,福岡県,計,5095379 ,189601 ,226034 ,238746 ,238262 ,268969 ,267641 ,264509 ,300049 ,332518 ,367688 ,370184 ,310673 ,292014 ,300652 ,360089 ,290948 ,221975 ,148107 ,78192 ,24419 ,3982 
400009,福岡県,男,2427032 ,96656 ,115935 ,122298 ,121488 ,135748 ,132903 ,130880 ,149142 ,165446 ,182207 ,182890 ,149978 ,140475 ,143477 ,166345 ,127803 ,88652 ,49586 ,20286 ,4377 ,404 
400009,福岡県,女,2668347 ,92945 ,110099 ,116448 ,116774 ,133221 ,134738 ,133629 ,150907 ,167072 ,185481 ,187294 ,160695 ,151539 ,157175 ,193744 ,163145 ,133323 ,98521 ,57906 ,20042 ,3578 
410004,佐賀県,計,801051 ,29381 ,35746 ,38834 ,39226 ,38000 ,35210 ,36479 ,43602 ,48716 ,53482 ,52286 ,48563 ,50982 ,55402 ,63264 ,47118 ,36823 ,26790 ,15277 ,5041 ,791 
410004,佐賀県,男,382007 ,15069 ,18453 ,19833 ,19966 ,19276 ,17996 ,18362 ,21857 ,24294 ,26788 ,25769 ,23306 ,24589 ,26597 ,29894 ,21349 ,14440 ,9106 ,4054 ,913 ,86 
410004,佐賀県,女,419044 ,14312 ,17293 ,19001 ,19260 ,18724 ,17214 ,18117 ,21745 ,24422 ,26694 ,26517 ,25257 ,26393 ,28805 ,33370 ,25769 ,22383 ,17684 ,11223 ,4128 ,705 
420000,長崎県,計,1289994 ,43251 ,53533 ,58077 ,58878 ,53816 ,50056 ,54541 ,65497 ,73006 ,83095 ,87438 ,82057 ,87574 ,95085 ,109395 ,83508 ,65337 ,48597 ,26936 ,8834 ,1469 
420000,長崎県,男,610067 ,22188 ,27559 ,29914 ,30146 ,27692 ,25667 ,27482 ,32596 ,35971 ,41014 ,42689 ,39079 ,42241 ,45692 ,51808 ,37196 ,25367 ,16824 ,7262 ,1548 ,126 
420000,長崎県,女,679927 ,21063 ,25974 ,28163 ,28732 ,26124 ,24389 ,27059 ,32901 ,37035 ,42081 ,44749 ,42978 ,45333 ,49393 ,57587 ,46312 ,39970 ,31773 ,19674 ,7286 ,1343 
430005,熊本県,計,1728098 ,62334 ,76470 ,81990 ,80504 ,78273 ,75311 ,80082 ,94664 ,103675 ,113087 ,111376 ,105049 ,110092 ,119790 ,133701 ,104676 ,82211 ,63926 ,36386 ,12303 ,2126 
430005,熊本県,男,822461 ,31700 ,38987 ,42273 ,41047 ,39391 ,38416 ,40043 ,47227 ,51830 ,56344 ,54749 ,50334 ,52971 ,57474 ,63705 ,47524 ,32948 ,22589 ,10215 ,2409 ,256 
430005,熊本県,女,905637 ,30634 ,37483 ,39717 ,39457 ,38882 ,36895 ,40039 ,47437 ,51845 ,56743 ,56627 ,54715 ,57121 ,62316 ,69996 ,57152 ,49263 ,41337 ,26171 ,9894 ,1870 
440001,大分県,計,1112827 ,35713 ,44298 ,49036 ,50581 ,50702 ,47023 ,48837 ,58010 ,65780 ,75773 ,76067 ,66612 ,68891 ,76415 ,90667 ,75546 ,57592 ,42229 ,24146 ,7658 ,1250 
440001,大分県,男,531239 ,18222 ,22626 ,25129 ,25952 ,26381 ,24591 ,25194 ,29594 ,33265 ,38268 ,37720 ,32025 ,33013 ,36611 ,42652 ,33713 ,23313 ,14540 ,6794 ,1510 ,125 
440001,大分県,女,581588 ,17491 ,21672 ,23907 ,24629 ,24321 ,22432 ,23643 ,28416 ,32515 ,37505 ,38347 ,34587 ,35878 ,39804 ,48015 ,41833 ,34279 ,27689 ,17352 ,6148 ,1125 
450006,宮崎県,計,1058710 ,37517 ,45898 ,51016 ,49911 ,44057 ,42151 ,45074 ,55286 ,63202 ,71067 ,69048 ,62821 ,68675 ,76854 ,86262 ,67848 ,51840 ,39396 ,22305 ,7188 ,1167 
450006,宮崎県,男,502195 ,19135 ,23456 ,26022 ,25415 ,22412 ,21654 ,22588 ,27285 ,31259 ,35329 ,34048 ,30075 ,32898 ,36811 ,40453 ,30515 ,21044 ,14012 ,6253 ,1338 ,145 
450006,宮崎県,女,556515 ,18382 ,22442 ,24994 ,24496 ,21645 ,20497 ,22486 ,28001 ,31943 ,35738 ,35000 ,32746 ,35777 ,40043 ,45809 ,37333 ,30796 ,25384 ,16052 ,5850 ,1022 
460001,鹿児島県,計,1576361 ,56019 ,69627 ,75984 ,73511 ,63908 ,62211 ,68617 ,84254 ,94869 ,100979 ,99443 ,95940 ,105579 ,120002 ,127820 ,94413 ,75588 ,58786 ,34871 ,11624 ,1949 
460001,鹿児島県,男,746966 ,28396 ,35779 ,39016 ,37543 ,31810 ,30909 ,33364 ,41087 ,46313 ,49696 ,48365 ,46063 ,51057 ,58523 ,62065 ,43485 ,30521 ,20902 ,9575 ,2156 ,210 
460001,鹿児島県,女,829395 ,27623 ,33848 ,36968 ,35968 ,32098 ,31302 ,35253 ,43167 ,48556 ,51283 ,51078 ,49877 ,54522 ,61479 ,65755 ,50928 ,45067 ,37884 ,25296 ,9468 ,1739 
470007,沖縄県,計,1485669 ,71024 ,82742 ,85753 ,81182 ,77219 ,77202 ,80948 ,93473 ,97132 ,105408 ,104447 ,89822 ,89101 ,90994 ,93057 ,55695 ,47896 ,36681 ,18554 ,5905 ,1213 
470007,沖縄県,男,732951 ,36296 ,42476 ,43551 ,41532 ,39707 ,39516 ,40664 ,46569 ,48393 ,53225 ,52733 ,44812 ,44548 ,45440 ,45951 ,26053 ,20694 ,13946 ,5457 ,1122 ,143 
470007,沖縄県,女,752718 ,34728 ,40266 ,42202 ,39650 ,37512 ,37686 ,40284 ,46904 ,48739 ,52183 ,51714 ,45010 ,44553 ,45554 ,47106 ,29642 ,27202 ,22735 ,13097 ,4783 ,1070 
注1：外国人住民の「男性総数が１～９人」「女性総数が１～９人」「男女計総数が49人以下」のいずれかに該当する市区町村における５歳ごと等の内訳は、非公表である,,,,,,,,,,,,,,,,,,,,,,,,
注2：注1に該当する市区町村を含む都道府県等における５歳ごと等の内訳は、非公表の市区町村分を含まないため、総数と５歳ごと等の内訳の合計が合わない,,,,,,,,,,,,,,,,,,,,,,,,
